NZ_CP031448.1_4_1/2,1863,-1333.75
NZ_CP031448.1_5_1/2,1863,-1320.98
NZ_CP031448.1_6_1/2,2843682,-1387.23
NZ_CP031448.1_7_1/2,84110,-1353.55
1002689,sequence contains no valid kmers,
NZ_CP093313.1_0_0/1,33943,-1346.27
NZ_CP093313.1_1_0/1,1930276,-1364.24
NZ_CP093313.1_2_0/1,1930276,-1346.51
NZ_CP093313.1_3_0/1,84110,-1350.21
NZ_CP093313.1_4_0/1,458033,-1319.51
NZ_CP093313.1_5_0/1,80884,-1385.57
NZ_CP093313.1_6_0/1,1675686,-1279.31
NZ_CP093313.1_7_0/1,78259,-1375.3
NZ_CP093313.1_8_0/1,35806,-1332.71
NZ_CP093313.1_9_0/1,1678128,-1311.07
NZ_CP093313.1_10_0/1,1930276,-1356.21
NZ_CP093313.1_11_0/1,458033,-1334.36
NZ_CP093313.1_12_0/1,82983,-1361.2
NZ_CP093313.1_13_0/1,458033,-1333
NZ_CP093313.1_14_0/1,256618,-1289.26
NZ_CP093313.1_15_0/1,1678128,-1320.91
NZ_CP093313.1_16_0/1,458033,-1342.98
NZ_CP093313.1_17_0/1,458033,-1349.96
NZ_CP093313.1_18_0/1,35806,-1302.73
NZ_CP093313.1_19_0/1,1863,-1346.71
NZ_CP093313.1_20_0/1,256618,-1349.1
NZ_CP093313.1_21_0/1,256618,-1361.93
NZ_CP093313.1_22_0/1,1930276,-1361.61
NZ_CP093313.1_23_0/1,2029849,-1265.59
NZ_CP093313.1_24_0/1,1863,-1356.57
NZ_CP093313.1_25_0/1,80884,-1355.24
NZ_CP093313.1_26_0/1,562,-1363.52
NZ_CP093313.1_27_0/1,84110,-1364.31
NZ_CP093313.1_28_0/1,80884,-1372.96
NZ_CP093313.1_29_0/1,1748,-1297.56
NZ_CP093313.1_30_0/1,1675686,-1352.7
NZ_CP093313.1_31_0/1,458033,-1360.53
NZ_CP093313.1_0_1/1,35806,-1339.46
NZ_CP093313.1_1_1/1,33943,-1361.65
NZ_CP093313.1_2_1/1,1863,-1347.93
NZ_CP093313.1_3_1/1,256618,-1328.5
NZ_CP093313.1_4_1/1,458033,-1367.55
NZ_CP093313.1_5_1/1,84110,-1333.46
NZ_CP093313.1_6_1/1,2734280,-1371.98
NZ_CP093313.1_7_1/1,1675686,-1313.81
NZ_CP093313.1_8_1/1,2845120,-1387.04
NZ_CP093313.1_9_1/1,2955497,-1344.21
NZ_CP093313.1_10_1/1,82983,-1360.29
NZ_CP093313.1_11_1/1,1930276,-1373.09
NZ_CP093313.1_12_1/1,33943,-1370.49
NZ_CP093313.1_13_1/1,256618,-1306.29
NZ_CP093313.1_14_1/1,458033,-1340.07
NZ_CP093313.1_15_1/1,1675686,-1354.9
NZ_CP093313.1_16_1/1,1675686,-1325.37
NZ_CP093313.1_17_1/1,370777,-1261.72
1002689,sequence contains no valid kmers,
NZ_CP093313.1_0_0/2,2843682,-1384.98
NZ_CP093313.1_1_0/2,35806,-1312.23
NZ_CP093313.1_2_0/2,33943,-1341.01
NZ_CP093313.1_3_0/2,1930276,-1378.5
NZ_CP093313.1_4_0/2,82983,-1353.38
NZ_CP093313.1_5_0/2,1863,-1340.98
NZ_CP093313.1_6_0/2,35806,-1324.28
NZ_CP093313.1_7_0/2,1930276,-1362.89
NZ_CP093313.1_8_0/2,1675686,-1285.99
NZ_CP093313.1_9_0/2,33943,-1369.16
NZ_CP093313.1_10_0/2,33943,-1333.78
NZ_CP093313.1_11_0/2,1930276,-1357.91
NZ_CP093313.1_12_0/2,370777,-1283.16
NZ_CP093313.1_13_0/2,458033,-1329.17
NZ_CP093313.1_14_0/2,1863,-1330.52
NZ_CP093313.1_15_0/2,256618,-1335.27
NZ_CP093313.1_16_0/2,84110,-1297.51
NZ_CP093313.1_17_0/2,84110,-1354.4
NZ_CP093313.1_18_0/2,256618,-1331.72
NZ_CP093313.1_19_0/2,2955497,-1358.27
NZ_CP093313.1_20_0/2,146786,-1363.42
NZ_CP093313.1_21_0/2,256618,-1328.21
NZ_CP093313.1_22_0/2,458033,-1354.18
NZ_CP093313.1_23_0/2,84110,-1363.37
NZ_CP093313.1_24_0/2,1675686,-1338.67
NZ_CP093313.1_25_0/2,33943,-1355.75
NZ_CP093313.1_26_0/2,1678128,-1341.48
NZ_CP093313.1_27_0/2,1930276,-1348.7
NZ_CP093313.1_28_0/2,42838,-1374.72
NZ_CP093313.1_29_0/2,84110,-1325.87
NZ_CP093313.1_30_0/2,1675686,-1289.41
NZ_CP093313.1_31_0/2,458033,-1331.33
NZ_CP093313.1_0_1/2,256618,-1333.72
NZ_CP093313.1_1_1/2,1930276,-1373.42
NZ_CP093313.1_2_1/2,256618,-1315.2
NZ_CP093313.1_3_1/2,80884,-1354.02
NZ_CP093313.1_4_1/2,33943,-1357.69
NZ_CP093313.1_5_1/2,205869,-1368.79
NZ_CP093313.1_6_1/2,1678128,-1297.77
NZ_CP093313.1_7_1/2,256618,-1351.6
NZ_CP093313.1_8_1/2,1678128,-1331.26
NZ_CP093313.1_9_1/2,35806,-1291.84
NZ_CP093313.1_10_1/2,1675686,-1324.52
NZ_CP093313.1_11_1/2,1863,-1352.36
NZ_CP093313.1_12_1/2,458033,-1330.25
NZ_CP093313.1_13_1/2,42838,-1332.3
NZ_CP093313.1_14_1/2,2029849,-1259.97
NZ_CP093313.1_15_1/2,1748,-1327.19
NZ_CP093313.1_16_1/2,2029849,-1300.74
NZ_CP093313.1_17_1/2,84110,-1303.63
1006,sequence contains no valid kmers,
NC_014759.1_0_0/1,594679,-1295.47
NC_014759.1_0_1/1,5807,-1252.05
NC_014759.1_1_1/1,5807,-1301.8
NC_014750.1_0_0/1,2596890,-1367.48
NC_014750.1_1_0/1,2596890,-1327.71
NC_014750.1_2_0/1,2596890,-1359.48
NC_014750.1_3_0/1,2956199,-1352.1
NC_014750.1_4_0/1,423605,-1371.81
NC_014750.1_5_0/1,5807,-1339.59
NC_014750.1_6_0/1,1930276,-1360.99
NC_014750.1_7_0/1,343403,-1337.59
NC_014750.1_8_0/1,693075,-1339.03
NC_014750.1_9_0/1,693075,-1329.15
NC_014750.1_10_0/1,5807,-1323.72
NC_014750.1_11_0/1,1936081,-1341.16
NC_014750.1_12_0/1,2176,-1340.08
NC_014750.1_13_0/1,5807,-1306.15
NC_014750.1_14_0/1,2596890,-1318.57
NC_014750.1_15_0/1,2714927,-1339.87
NC_014750.1_16_0/1,2714927,-1368.38
NC_014750.1_17_0/1,53953,-1343.07
NC_014750.1_18_0/1,2596890,-1323.22
NC_014750.1_19_0/1,693075,-1302.36
NC_014750.1_20_0/1,2739061,-1360.75
NC_014750.1_21_0/1,2596890,-1338.49
NC_014750.1_22_0/1,5807,-1294.21
NC_014750.1_23_0/1,53953,-1354.59
NC_014750.1_24_0/1,1930276,-1359.46
NC_014750.1_25_0/1,2886352,-1386.34
NC_014750.1_26_0/1,2596890,-1346.96
NC_014750.1_27_0/1,53953,-1360.73
NC_014750.1_28_0/1,2596890,-1335.34
NC_014750.1_29_0/1,53953,-1351.78
NC_014750.1_30_0/1,78259,-1364.66
NC_014750.1_0_1/1,2886352,-1388.04
NC_014750.1_1_1/1,61635,-1343.03
NC_014750.1_2_1/1,2596890,-1358.76
NC_014750.1_3_1/1,423605,-1351.93
NC_014750.1_4_1/1,2596890,-1339.95
NC_014750.1_5_1/1,2714927,-1318.8
NC_014750.1_6_1/1,5807,-1303.58
NC_014750.1_7_1/1,5807,-1339.04
NC_014750.1_8_1/1,2886352,-1369.95
NC_014750.1_9_1/1,343403,-1349.39
NC_014750.1_10_1/1,1936081,-1314.48
NC_014750.1_11_1/1,61635,-1342.94
NC_014750.1_12_1/1,693075,-1262.83
NC_014750.1_13_1/1,2176,-1352.11
NC_014750.1_14_1/1,5807,-1292.44
NC_014750.1_15_1/1,693075,-1291.79
1006,sequence contains no valid kmers,
NC_014759.1_0_0/2,2176,-1312.88
NC_014759.1_0_1/2,371036,-1331.8
NC_014759.1_1_1/2,594679,-1315.33
NC_014750.1_0_0/2,693075,-1339.22
NC_014750.1_1_0/2,693075,-1322.03
NC_014750.1_2_0/2,2714927,-1337.71
NC_014750.1_3_0/2,477680,-1347.1
NC_014750.1_4_0/2,2714927,-1305.3
NC_014750.1_5_0/2,371036,-1343.13
NC_014750.1_6_0/2,2596890,-1374.35
NC_014750.1_7_0/2,53953,-1360.14
NC_014750.1_8_0/2,371036,-1336.6
NC_014750.1_9_0/2,343403,-1327.79
NC_014750.1_10_0/2,594679,-1323.67
NC_014750.1_11_0/2,61635,-1308.6
NC_014750.1_12_0/2,5807,-1343.01
NC_014750.1_13_0/2,5807,-1341.23
NC_014750.1_14_0/2,2596890,-1327.18
NC_014750.1_15_0/2,693075,-1289.25
NC_014750.1_16_0/2,693075,-1309.26
NC_014750.1_17_0/2,1936081,-1322
NC_014750.1_18_0/2,61635,-1335.63
NC_014750.1_19_0/2,53953,-1352.19
NC_014750.1_20_0/2,423605,-1351.57
NC_014750.1_21_0/2,2176,-1354.55
NC_014750.1_22_0/2,78259,-1361.03
NC_014750.1_23_0/2,343403,-1339.16
NC_014750.1_24_0/2,2596890,-1342.84
NC_014750.1_25_0/2,5807,-1251.2
NC_014750.1_26_0/2,2596890,-1311.39
NC_014750.1_27_0/2,1936081,-1274.07
NC_014750.1_28_0/2,2886352,-1369.3
NC_014750.1_29_0/2,693075,-1303.21
NC_014750.1_30_0/2,693075,-1303.77
NC_014750.1_0_1/2,693075,-1278.62
NC_014750.1_1_1/2,5807,-1308.16
NC_014750.1_2_1/2,343403,-1338.56
NC_014750.1_3_1/2,2886352,-1367.49
NC_014750.1_4_1/2,46125,-1355.83
NC_014750.1_5_1/2,5807,-1313.98
NC_014750.1_6_1/2,2714927,-1333.39
NC_014750.1_7_1/2,693075,-1318.05
NC_014750.1_8_1/2,423605,-1357.52
NC_014750.1_9_1/2,53953,-1370.51
NC_014750.1_10_1/2,2886352,-1371.19
NC_014750.1_11_1/2,2176,-1328.8
NC_014750.1_12_1/2,1936081,-1269.97
NC_014750.1_13_1/2,2714927,-1316.41
NC_014750.1_14_1/2,477680,-1303.81
NC_014750.1_15_1/2,693075,-1310.83
1027273,sequence contains no valid kmers,
NZ_CP013251.1_0_0/1,2582913,-1331.56
NZ_CP013251.1_1_0/1,2291597,-1355.77
NZ_CP013251.1_2_0/1,2596890,-1357.22
NZ_CP013251.1_3_0/1,2582913,-1373.64
NZ_CP013251.1_4_0/1,82983,-1363.45
NZ_CP013251.1_5_0/1,78259,-1351.81
NZ_CP013251.1_6_0/1,1678128,-1344.84
NZ_CP013251.1_7_0/1,2778876,-1352.88
NZ_CP013251.1_8_0/1,2778876,-1353.55
NZ_CP013251.1_9_0/1,2886352,-1357.64
NZ_CP013251.1_10_0/1,1678128,-1294.99
NZ_CP013251.1_11_0/1,371036,-1324.72
NZ_CP013251.1_12_0/1,78259,-1350.03
NZ_CP013251.1_13_0/1,2596890,-1338.42
NZ_CP013251.1_14_0/1,2291597,-1325.44
NZ_CP013251.1_15_0/1,78259,-1379.43
NZ_CP013251.1_16_0/1,78259,-1356.65
NZ_CP013251.1_17_0/1,78259,-1373.68
NZ_CP013251.1_18_0/1,2582913,-1350.85
NZ_CP013251.1_19_0/1,2916755,-1307
NZ_CP013251.1_20_0/1,84110,-1336.96
NZ_CP013251.1_21_0/1,33943,-1345.44
NZ_CP013251.1_22_0/1,562,-1362.76
NZ_CP013251.1_23_0/1,691958,-1381.5
NZ_CP013251.1_24_0/1,2582913,-1341.84
NZ_CP013251.1_25_0/1,423605,-1331.04
NZ_CP013251.1_26_0/1,2291597,-1353.55
NZ_CP013251.1_27_0/1,423605,-1329.22
NZ_CP013251.1_28_0/1,1921411,-1373.18
NZ_CP013251.1_29_0/1,1930276,-1358.53
NZ_CP013251.1_30_0/1,33943,-1351.38
NZ_CP013251.1_31_0/1,2734140,-1355.16
NZ_CP013251.1_0_1/1,1936081,-1353.24
NZ_CP013251.1_1_1/1,2886352,-1373.81
NZ_CP013251.1_2_1/1,82983,-1369
NZ_CP013251.1_3_1/1,562,-1338.05
NZ_CP013251.1_4_1/1,2291597,-1303.92
NZ_CP013251.1_5_1/1,82983,-1357.7
NZ_CP013251.1_6_1/1,2778876,-1351.84
NZ_CP013251.1_7_1/1,562,-1349.38
NZ_CP013251.1_8_1/1,78259,-1371.56
NZ_CP013251.1_9_1/1,2916755,-1351.95
NZ_CP013251.1_10_1/1,562,-1351.01
NZ_CP013251.1_11_1/1,2916755,-1345.55
NZ_CP013251.1_12_1/1,78259,-1381.49
NZ_CP013251.1_13_1/1,2596890,-1322.92
NZ_CP013251.1_14_1/1,78259,-1364.97
NZ_CP013251.1_15_1/1,2582913,-1348.14
NZ_CP013251.1_16_1/1,2176,-1358.06
NZ_CP013251.1_17_1/1,41764,-1386.89
1027273,sequence contains no valid kmers,
NZ_CP013251.1_0_0/2,82983,-1354.76
NZ_CP013251.1_1_0/2,82983,-1348.65
NZ_CP013251.1_2_0/2,2176,-1378.78
NZ_CP013251.1_3_0/2,78259,-1346.63
NZ_CP013251.1_4_0/2,3047701,-1385.21
NZ_CP013251.1_5_0/2,2734398,-1386.24
NZ_CP013251.1_6_0/2,2845970,-1378.21
NZ_CP013251.1_7_0/2,2734117,-1375.41
NZ_CP013251.1_8_0/2,82983,-1370.5
NZ_CP013251.1_9_0/2,2844677,-1377
NZ_CP013251.1_10_0/2,562,-1348.86
NZ_CP013251.1_11_0/2,2916755,-1370.17
NZ_CP013251.1_12_0/2,562,-1337.59
NZ_CP013251.1_13_0/2,693075,-1318.95
NZ_CP013251.1_14_0/2,82983,-1360.95
NZ_CP013251.1_15_0/2,477680,-1320.21
NZ_CP013251.1_16_0/2,562,-1378.57
NZ_CP013251.1_17_0/2,82983,-1351.52
NZ_CP013251.1_18_0/2,458033,-1358.74
NZ_CP013251.1_19_0/2,2916755,-1374.28
NZ_CP013251.1_20_0/2,562,-1348.46
NZ_CP013251.1_21_0/2,80884,-1379.32
NZ_CP013251.1_22_0/2,1930276,-1379.9
NZ_CP013251.1_23_0/2,2714927,-1340.86
NZ_CP013251.1_24_0/2,42838,-1367.44
NZ_CP013251.1_25_0/2,80884,-1355.13
NZ_CP013251.1_26_0/2,61635,-1340.35
NZ_CP013251.1_27_0/2,562,-1356.77
NZ_CP013251.1_28_0/2,2843684,-1383.29
NZ_CP013251.1_29_0/2,1863,-1349.21
NZ_CP013251.1_30_0/2,2886352,-1370.15
NZ_CP013251.1_31_0/2,477680,-1359.97
NZ_CP013251.1_0_1/2,1863,-1365.76
NZ_CP013251.1_1_1/2,2886352,-1361.79
NZ_CP013251.1_2_1/2,477680,-1352.68
NZ_CP013251.1_3_1/2,1936081,-1326.3
NZ_CP013251.1_4_1/2,562,-1344.48
NZ_CP013251.1_5_1/2,78259,-1330.57
NZ_CP013251.1_6_1/2,46125,-1357.03
NZ_CP013251.1_7_1/2,53953,-1323.52
NZ_CP013251.1_8_1/2,2955840,-1383.79
NZ_CP013251.1_9_1/2,2739061,-1311.04
NZ_CP013251.1_10_1/2,2714927,-1331.44
NZ_CP013251.1_11_1/2,2886352,-1363.42
NZ_CP013251.1_12_1/2,82983,-1376.78
NZ_CP013251.1_13_1/2,2176,-1382.74
NZ_CP013251.1_14_1/2,2778876,-1369.83
NZ_CP013251.1_15_1/2,2291597,-1375.33
NZ_CP013251.1_16_1/2,2845970,-1373.61
NZ_CP013251.1_17_1/2,2916755,-1316.15
1048758,sequence contains no valid kmers,
NC_021057.1_0_0/1,562,-1371.85
NC_021057.1_1_0/1,2291597,-1377
NC_021057.1_2_0/1,2956268,-1383.37
NC_021057.1_3_0/1,2778876,-1375.54
NC_021057.1_4_0/1,594679,-1286.23
NC_021057.1_5_0/1,2778876,-1385.98
NC_021057.1_6_0/1,2916755,-1346.72
NC_021057.1_7_0/1,2778876,-1353.91
NC_021057.1_8_0/1,2886352,-1383.69
NC_021057.1_9_0/1,562,-1332.01
NC_021057.1_10_0/1,2844677,-1377.91
NC_021057.1_11_0/1,35238,-1383.63
NC_021057.1_12_0/1,2843684,-1381.97
NC_021057.1_13_0/1,371036,-1338.17
NC_021057.1_14_0/1,2739061,-1370.62
NC_021057.1_15_0/1,1936081,-1336.17
NC_021057.1_16_0/1,371036,-1347.3
NC_021057.1_17_0/1,2596890,-1379.45
NC_021057.1_18_0/1,3047701,-1388.39
NC_021057.1_19_0/1,2843684,-1380.21
NC_021057.1_20_0/1,3047701,-1386.31
NC_021057.1_21_0/1,477680,-1355.18
NC_021057.1_22_0/1,82983,-1367.95
NC_021057.1_23_0/1,264729,-1380.05
NC_021057.1_24_0/1,2956041,-1370.53
NC_021057.1_25_0/1,594679,-1311.68
NC_021057.1_26_0/1,61635,-1352.51
NC_021057.1_27_0/1,2778876,-1367.48
NC_021057.1_28_0/1,477680,-1366.4
NC_021057.1_29_0/1,2596890,-1302.54
NC_021057.1_30_0/1,2844020,-1389.34
NC_021057.1_31_0/1,2176,-1354.07
NC_021057.1_0_1/1,594679,-1296.55
NC_021057.1_1_1/1,2714927,-1373.89
NC_021057.1_2_1/1,2916755,-1342.17
NC_021057.1_3_1/1,2778876,-1357.08
NC_021057.1_4_1/1,343403,-1364
NC_021057.1_5_1/1,477680,-1353.73
NC_021057.1_6_1/1,2886352,-1381.66
NC_021057.1_7_1/1,2778876,-1368.53
NC_021057.1_8_1/1,2739061,-1372.95
NC_021057.1_9_1/1,1930276,-1380.61
NC_021057.1_10_1/1,2596890,-1361.66
NC_021057.1_11_1/1,2733593,-1388.25
NC_021057.1_12_1/1,2916755,-1336.44
NC_021057.1_13_1/1,82983,-1348.41
NC_021057.1_14_1/1,2596890,-1341.58
NC_021057.1_15_1/1,2778876,-1361.2
NC_021057.1_16_1/1,371036,-1321.05
NC_021057.1_17_1/1,2778876,-1365.76
1048758,sequence contains no valid kmers,
NC_021057.1_0_0/2,2778876,-1356.93
NC_021057.1_1_0/2,1936081,-1309.85
NC_021057.1_2_0/2,594679,-1339.54
NC_021057.1_3_0/2,594679,-1304.82
NC_021057.1_4_0/2,594679,-1299.37
NC_021057.1_5_0/2,2733593,-1372.53
NC_021057.1_6_0/2,82983,-1355.45
NC_021057.1_7_0/2,61635,-1350.06
NC_021057.1_8_0/2,686985,-1387.03
NC_021057.1_9_0/2,82983,-1359.05
NC_021057.1_10_0/2,562,-1372.84
NC_021057.1_11_0/2,2291597,-1337.75
NC_021057.1_12_0/2,2778876,-1382.66
NC_021057.1_13_0/2,2778876,-1376.95
NC_021057.1_14_0/2,477680,-1367.36
NC_021057.1_15_0/2,2739061,-1349.02
NC_021057.1_16_0/2,5807,-1242.25
NC_021057.1_17_0/2,53953,-1365.86
NC_021057.1_18_0/2,2291597,-1350.94
NC_021057.1_19_0/2,2733593,-1384.22
NC_021057.1_20_0/2,176106,-1382.13
NC_021057.1_21_0/2,2916755,-1372.14
NC_021057.1_22_0/2,2778876,-1371.11
NC_021057.1_23_0/2,82983,-1374.84
NC_021057.1_24_0/2,1936081,-1317.22
NC_021057.1_25_0/2,2778876,-1370.13
NC_021057.1_26_0/2,594679,-1299.56
NC_021057.1_27_0/2,477680,-1321.65
NC_021057.1_28_0/2,343403,-1386.74
NC_021057.1_29_0/2,2843684,-1376.66
NC_021057.1_30_0/2,562,-1351.53
NC_021057.1_31_0/2,2596890,-1359.83
NC_021057.1_0_1/2,1936081,-1331.65
NC_021057.1_1_1/2,2916755,-1339.87
NC_021057.1_2_1/2,594679,-1297.76
NC_021057.1_3_1/2,2596890,-1366.72
NC_021057.1_4_1/2,82983,-1375.24
NC_021057.1_5_1/2,2778876,-1363.44
NC_021057.1_6_1/2,2843759,-1385
NC_021057.1_7_1/2,2176,-1361.39
NC_021057.1_8_1/2,82983,-1357.57
NC_021057.1_9_1/2,2169685,-1385.43
NC_021057.1_10_1/2,46125,-1385.64
NC_021057.1_11_1/2,477680,-1354.28
NC_021057.1_12_1/2,35238,-1376.1
NC_021057.1_13_1/2,562,-1346.09
NC_021057.1_14_1/2,2714927,-1377.74
NC_021057.1_15_1/2,2291597,-1345.02
NC_021057.1_16_1/2,594679,-1335.15
NC_021057.1_17_1/2,2733593,-1378.95
104955,sequence contains no valid kmers,
NZ_CP044534.1_0_0/1,343403,-1326.38
NZ_CP044534.1_1_0/1,46125,-1376.8
NZ_CP044534.1_2_0/1,2886352,-1369.3
NZ_CP044534.1_3_0/1,2886352,-1383.14
NZ_CP044534.1_4_0/1,2714927,-1356.54
NZ_CP044534.1_5_0/1,2778876,-1327.84
NZ_CP044534.1_6_0/1,1930276,-1364.32
NZ_CP044534.1_7_0/1,693075,-1341.2
NZ_CP044534.1_8_0/1,5807,-1311.91
NZ_CP044534.1_9_0/1,2956645,-1378.11
NZ_CP044534.1_10_0/1,2176,-1363.71
NZ_CP044534.1_11_0/1,2596890,-1335.25
NZ_CP044534.1_12_0/1,61635,-1304.32
NZ_CP044534.1_13_0/1,2734140,-1370.56
NZ_CP044534.1_14_0/1,2714927,-1285.58
NZ_CP044534.1_15_0/1,2955598,-1368.65
NZ_CP044534.1_16_0/1,35238,-1381.12
NZ_CP044534.1_17_0/1,2886352,-1373.91
NZ_CP044534.1_18_0/1,371036,-1339.64
NZ_CP044534.1_19_0/1,1930276,-1358.92
NZ_CP044534.1_20_0/1,1936081,-1305.86
NZ_CP044534.1_21_0/1,61635,-1329.53
NZ_CP044534.1_22_0/1,2778876,-1360.87
NZ_CP044534.1_23_0/1,2176,-1367.32
NZ_CP044534.1_24_0/1,594679,-1330.19
NZ_CP044534.1_25_0/1,2560702,-1388.02
NZ_CP044534.1_26_0/1,61635,-1338.11
NZ_CP044534.1_27_0/1,2846450,-1387.65
NZ_CP044534.1_28_0/1,2955598,-1377.52
NZ_CP044534.1_29_0/1,2886352,-1371.17
NZ_CP044534.1_30_0/1,61635,-1364.3
NZ_CP044534.1_31_0/1,2714927,-1310.95
NZ_CP044534.1_0_1/1,2886352,-1355.53
NZ_CP044534.1_1_1/1,2739061,-1343.03
NZ_CP044534.1_2_1/1,61635,-1363.06
NZ_CP044534.1_3_1/1,2846038,-1385.12
NZ_CP044534.1_4_1/1,2734118,-1384.45
NZ_CP044534.1_5_1/1,477680,-1335.53
NZ_CP044534.1_6_1/1,61635,-1358.35
NZ_CP044534.1_7_1/1,82983,-1373.9
NZ_CP044534.1_8_1/1,2956041,-1364.78
NZ_CP044534.1_9_1/1,343403,-1354.21
NZ_CP044534.1_10_1/1,2886352,-1364.79
NZ_CP044534.1_11_1/1,477680,-1365.22
NZ_CP044534.1_12_1/1,46125,-1369.72
NZ_CP044534.1_13_1/1,2778876,-1357.18
NZ_CP044534.1_14_1/1,371036,-1289.67
